#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,
76,CVE-2010-2226,20,,,2010-09-03,2018-10-10,1.9,None,Local,Medium,Not required,Partial,None,None,"The xfs_swapext function in fs/xfs/xfs_dfrag.c in the Linux kernel before 2.6.35 does not properly check the file descriptors passed to the SWAPEXT ioctl, which allows local users to leverage write access and obtain read access by swapping one file into another file."
77,CVE-2010-2071,264,,Bypass,2010-06-16,2012-03-19,4.6,None,Local,Low,Not required,Partial,Partial,Partial,"The btrfs_xattr_set_acl function in fs/btrfs/acl.c in btrfs in the Linux kernel 2.6.34 and earlier does not check file ownership before setting an ACL, which allows local users to bypass file permissions by setting arbitrary ACLs, as demonstrated using setfacl."
78,CVE-2010-2066,264,,,2010-09-08,2018-10-10,1.9,None,Local,Medium,Not required,None,Partial,None,The mext_check_arguments function in fs/ext4/move_extent.c in the Linux kernel before 2.6.35 allows local users to overwrite an append-only file via a MOVE_EXT ioctl call that specifies this file as a donor.
79,CVE-2010-1643,,,DoS,2010-06-03,2017-08-16,6.9,None,Local,Medium,Not required,Complete,Complete,Complete,"mm/shmem.c in the Linux kernel before 2.6.28-rc3, when strict overcommit is enabled, does not properly handle the export of shmemfs objects by knfsd, which allows attackers to cause a denial of service (NULL pointer dereference and knfsd crash) or possibly have unspecified other impact via unknown vectors."
80,CVE-2010-1641,264,,Bypass,2010-06-01,2018-10-10,4.6,None,Local,Low,Not required,Partial,Partial,Partial,"The do_gfs2_set_flags function in fs/gfs2/file.c in the Linux kernel before 2.6.34-git10 does not verify the ownership of a file, which allows local users to bypass intended access restrictions via a SETFLAGS ioctl request."
81,CVE-2010-1636,200,,+Info,2010-06-07,2012-03-19,2.1,None,Local,Low,Not required,Partial,None,None,"The btrfs_ioctl_clone function in fs/btrfs/ioctl.c in the btrfs functionality in the Linux kernel 2.6.29 through 2.6.32, and possibly other versions, does not ensure that a cloned file descriptor has been opened for reading, which allows local users to read sensitive information from a write-only file descriptor."
82,CVE-2010-1488,399,,DoS,2010-04-20,2012-03-19,2.1,None,Local,Low,Not required,None,None,Partial,"The proc_oom_score function in fs/proc/base.c in the Linux kernel before 2.6.34-rc4 uses inappropriate data structures during selection of a candidate for the OOM killer, which might allow local users to cause a denial of service via unspecified patterns of task creation."
83,CVE-2010-1451,119,,Overflow,2010-05-07,2012-03-19,5.0,None,Remote,Low,Not required,None,Partial,None,"The TSB I-TLB load implementation in arch/sparc/kernel/tsb.S in the Linux kernel before 2.6.33 on the SPARC platform does not properly obtain the value of a certain _PAGE_EXEC_4U bit and consequently does not properly implement a non-executable stack, which makes it easier for context-dependent attackers to exploit stack-based buffer overflows via a crafted application."
84,CVE-2010-1446,264,,,2010-05-21,2017-08-16,1.9,None,Local,Medium,Not required,None,Partial,None,"arch/powerpc/mm/fsl_booke_mmu.c in KGDB in the Linux kernel 2.6.30 and other versions before 2.6.33, when running on PowerPC, does not properly perform a security check for access to a kernel page, which allows local users to overwrite arbitrary kernel memory, related to Fsl booke."
85,CVE-2010-1437,362,,DoS Mem. Corr.,2010-05-07,2018-10-10,1.9,None,Local,Medium,Not required,None,None,Partial,Race condition in the find_keyring_by_name function in security/keys/keyring.c in the Linux kernel 2.6.34-rc5 and earlier allows local users to cause a denial of service (memory corruption and system crash) or possibly have unspecified other impact via keyctl session commands that trigger access to a dead keyring that is undergoing deletion by the key_cleanup function.
86,CVE-2010-1436,399,,DoS,2010-05-21,2018-10-10,4.9,None,Local,Low,Not required,None,None,Complete,"gfs2 in the Linux kernel 2.6.18, and possibly other versions, does not properly handle when the gfs2_quota struct occupies two separate pages, which allows local users to cause a denial of service (kernel panic) via certain manipulations that cause an out-of-bounds write, as demonstrated by writing from an ext3 file system to a gfs2 file system."
87,CVE-2010-1188,399,,DoS,2010-03-31,2017-09-18,7.1,None,Remote,Medium,Not required,None,None,Complete,"Use-after-free vulnerability in net/ipv4/tcp_input.c in the Linux kernel 2.6 before 2.6.20, when IPV6_RECVPKTINFO is set on a listening socket, allows remote attackers to cause a denial of service (kernel panic) via a SYN packet while the socket is in a listening (TCP_LISTEN) state, which is not properly handled and causes the skb structure to be freed."
88,CVE-2010-1187,,,DoS,2010-03-31,2018-10-10,4.9,None,Local,Low,Not required,None,None,Complete,"The Transparent Inter-Process Communication (TIPC) functionality in Linux kernel 2.6.16-rc1 through 2.6.33, and possibly other versions, allows local users to cause a denial of service (kernel OOPS) by sending datagrams through AF_TIPC before entering network mode, which triggers a NULL pointer dereference."
89,CVE-2010-1173,20,,DoS,2010-05-07,2018-10-10,7.1,None,Remote,Medium,Not required,None,None,Complete,"The sctp_process_unk_param function in net/sctp/sm_make_chunk.c in the Linux kernel 2.6.33.3 and earlier, when SCTP is enabled, allows remote attackers to cause a denial of service (system crash) via an SCTPChunkInit packet containing multiple invalid parameters that require a large amount of error data."
90,CVE-2010-1162,,,,2010-04-20,2012-03-19,7.2,None,Local,Low,Not required,Complete,Complete,Complete,"The release_one_tty function in drivers/char/tty_io.c in the Linux kernel before 2.6.34-rc4 omits certain required calls to the put_pid function, which has unspecified impact and local attack vectors."
91,CVE-2010-1148,,,DoS,2010-04-12,2017-08-16,4.7,None,Local,Medium,Not required,None,None,Complete,The cifs_create function in fs/cifs/dir.c in the Linux kernel 2.6.33.2 and earlier allows local users to cause a denial of service (NULL pointer dereference and OOPS) or possibly have unspecified other impact via a NULL nameidata (aka nd) field in a POSIX file-creation request to a server that supports UNIX extensions.
92,CVE-2010-1146,264,1,+Priv,2010-04-12,2017-08-16,6.9,None,Local,Medium,Not required,Complete,Complete,Complete,"The Linux kernel 2.6.33.2 and earlier, when a ReiserFS filesystem exists, does not restrict read or write access to the .reiserfs_priv directory, which allows local users to gain privileges by modifying (1) extended attributes or (2) ACLs, as demonstrated by deleting a file under .reiserfs_priv/xattrs/."
93,CVE-2010-1088,,,,2010-04-06,2018-10-10,5.4,None,Remote,High,Not required,None,None,Complete,"fs/namei.c in Linux kernel 2.6.18 through 2.6.34 does not always follow NFS automount ""symlinks,"" which allows attackers to have an unknown impact, related to LOOKUP_FOLLOW."
94,CVE-2010-1087,,,DoS,2010-04-06,2018-11-16,7.8,None,Remote,Low,Not required,None,None,Complete,The nfs_wait_on_request function in fs/nfs/pagelist.c in Linux kernel 2.6.x through 2.6.33-rc5 allows attackers to cause a denial of service (Oops) via unknown vectors related to truncating a file and an operation that is not interruptible.
95,CVE-2010-1086,399,,DoS,2010-04-06,2018-11-16,7.8,None,Remote,Low,Not required,None,None,Complete,"The ULE decapsulation functionality in drivers/media/dvb/dvb-core/dvb_net.c in dvb-core in Linux kernel 2.6.33 and earlier allows attackers to cause a denial of service (infinite loop) via a crafted MPEG2-TS frame, related to an invalid Payload Pointer ULE."
96,CVE-2010-1085,189,,DoS,2010-04-06,2018-11-16,7.1,None,Remote,Medium,Not required,None,None,Complete,"The azx_position_ok function in hda_intel.c in Linux kernel 2.6.33-rc4 and earlier, when running on the AMD780V chip set, allows context-dependent attackers to cause a denial of service (crash) via unknown manipulations that trigger a divide-by-zero error."
97,CVE-2010-1084,119,,DoS Overflow Mem. Corr.,2010-04-06,2018-10-10,7.1,None,Remote,Medium,Not required,None,None,Complete,"Linux kernel 2.6.18 through 2.6.33, and possibly other versions, allows remote attackers to cause a denial of service (memory corruption) via a large number of Bluetooth sockets, related to the size of sysfs files in (1) net/bluetooth/l2cap.c, (2) net/bluetooth/rfcomm/core.c, (3) net/bluetooth/rfcomm/sock.c, and (4) net/bluetooth/sco.c."
98,CVE-2010-1083,399,,+Info,2010-04-06,2018-10-10,4.7,None,Local,Medium,Not required,Complete,None,None,"The processcompl_compat function in drivers/usb/core/devio.c in Linux kernel 2.6.x through 2.6.32, and possibly other versions, does not clear the transfer buffer before returning to userspace when a USB command fails, which might make it easier for physically proximate attackers to obtain sensitive information (kernel memory)."
99,CVE-2010-0741,20,,DoS,2010-04-12,2017-09-18,7.8,None,Remote,Low,Not required,None,None,Complete,"The virtio_net_bad_features function in hw/virtio-net.c in the virtio-net driver in the Linux kernel before 2.6.26, when used on a guest OS in conjunction with qemu-kvm 0.11.0 or KVM 83, allows remote attackers to cause a denial of service (guest OS crash, and an associated qemu-kvm process exit) by sending a large amount of network traffic to a TCP port on the guest OS, related to a virtio-net whitelist that includes an improper implementation of TCP Segment Offloading (TSO)."
100,CVE-2010-0727,399,,DoS,2010-03-16,2017-09-18,4.7,None,Local,Medium,Not required,None,None,Complete,"The gfs2_lock function in the Linux kernel before 2.6.34-rc1-next-20100312, and the gfs_lock function in the Linux kernel on Red Hat Enterprise Linux (RHEL) 5 and 6, does not properly remove POSIX locks on files that are setgid without group-execute permission, which allows local users to cause a denial of service (BUG and system crash) by locking a file on a (1) GFS or (2) GFS2 filesystem, and then changing this file's permissions."
101,CVE-2010-0623,20,,DoS,2010-02-15,2012-03-19,4.9,None,Local,Low,Not required,None,None,Complete,"The futex_lock_pi function in kernel/futex.c in the Linux kernel before 2.6.33-rc7 does not properly manage a certain reference count, which allows local users to cause a denial of service (OOPS) via vectors involving an unmount of an ext3 filesystem."
102,CVE-2010-0622,,,DoS,2010-02-15,2018-10-10,2.1,None,Local,Low,Not required,None,None,Partial,"The wake_futex_pi function in kernel/futex.c in the Linux kernel before 2.6.33-rc7 does not properly handle certain unlock operations for a Priority Inheritance (PI) futex, which allows local users to cause a denial of service (OOPS) and possibly have unspecified other impact via vectors involving modification of the futex value from user space."
103,CVE-2010-0437,,,DoS,2010-03-24,2018-10-10,7.8,None,Remote,Low,Not required,None,None,Complete,"The ip6_dst_lookup_tail function in net/ipv6/ip6_output.c in the Linux kernel before 2.6.27 does not properly handle certain circumstances involving an IPv6 TUN network interface and a large number of neighbors, which allows attackers to cause a denial of service (NULL pointer dereference and OOPS) or possibly have unspecified other impact via unknown vectors."
104,CVE-2010-0415,,,DoS,2010-02-17,2018-10-10,4.6,None,Local,Low,Not required,Partial,Partial,Partial,"The do_pages_move function in mm/migrate.c in the Linux kernel before 2.6.33-rc7 does not validate node values, which allows local users to read arbitrary kernel memory locations, cause a denial of service (OOPS), and possibly have unspecified other impact by specifying a node that is not part of the kernel's node set."
105,CVE-2010-0410,399,,DoS,2010-02-22,2018-11-16,4.9,None,Local,Low,Not required,None,None,Complete,drivers/connector/connector.c in the Linux kernel before 2.6.32.8 allows local users to cause a denial of service (memory consumption and system crash) by sending the kernel many NETLINK_CONNECTOR messages.
106,CVE-2010-0307,,,DoS,2010-02-17,2018-11-16,4.7,None,Local,Medium,Not required,None,None,Complete,"The load_elf_binary function in fs/binfmt_elf.c in the Linux kernel before 2.6.32.8 on the x86_64 platform does not ensure that the ELF interpreter is available before a call to the SET_PERSONALITY macro, which allows local users to cause a denial of service (system crash) via a 32-bit application that attempts to execute a 64-bit application and then triggers a segmentation fault, as demonstrated by amd64_killer, related to the flush_old_exec function."
107,CVE-2010-0298,264,,DoS +Priv,2010-02-12,2017-09-18,6.5,None,Remote,Low,Single system,Partial,Partial,Partial,"The x86 emulator in KVM 83 does not use the Current Privilege Level (CPL) and I/O Privilege Level (IOPL) in determining the memory access available to CPL3 code, which allows guest OS users to cause a denial of service (guest OS crash) or gain privileges on the guest OS by leveraging access to a (1) IO port or (2) MMIO region, a related issue to CVE-2010-0306."
108,CVE-2010-0291,264,,DoS +Priv,2010-02-15,2018-11-16,4.6,None,Local,Low,Not required,Partial,Partial,Partial,"The Linux kernel before 2.6.32.4 allows local users to gain privileges or cause a denial of service (panic) by calling the (1) mmap or (2) mremap function, aka the ""do_mremap() mess"" or ""mremap/mmap mess."""
109,CVE-2010-0008,399,,DoS,2010-03-19,2018-10-10,7.8,None,Remote,Low,Not required,None,None,Complete,The sctp_rcv_ootb function in the SCTP implementation in the Linux kernel before 2.6.23 allows remote attackers to cause a denial of service (infinite loop) via (1) an Out Of The Blue (OOTB) chunk or (2) a chunk of zero length.
110,CVE-2010-0007,264,,Bypass,2010-01-19,2018-10-10,2.1,None,Local,Low,Not required,None,Partial,None,"net/bridge/netfilter/ebtables.c in the ebtables module in the netfilter framework in the Linux kernel before 2.6.33-rc4 does not require the CAP_NET_ADMIN capability for setting or modifying rules, which allows local users to bypass intended access restrictions and configure arbitrary network-traffic filtering via a modified ebtables application."
111,CVE-2010-0006,476,,DoS,2010-01-26,2018-11-13,7.1,None,Remote,Medium,Not required,None,None,Complete,"The ipv6_hop_jumbo function in net/ipv6/exthdrs.c in the Linux kernel before 2.6.32.4, when network namespaces are enabled, allows remote attackers to cause a denial of service (NULL pointer dereference) via an invalid IPv6 jumbogram, a related issue to CVE-2007-4567."
112,CVE-2010-0003,200,,DoS +Info,2010-01-26,2018-11-16,5.4,None,Local,Medium,Not required,Partial,None,Complete,"The print_fatal_signal function in kernel/signal.c in the Linux kernel before 2.6.32.4 on the i386 platform, when print-fatal-signals is enabled, allows local users to discover the contents of arbitrary memory locations by jumping to an address and then reading a log file, and might allow local users to cause a denial of service (system slowdown or crash) by jumping to an address."
113,CVE-2009-4895,362,,DoS,2010-09-08,2012-03-19,4.7,None,Local,Medium,Not required,None,None,Complete,"Race condition in the tty_fasync function in drivers/char/tty_io.c in the Linux kernel before 2.6.32.6 allows local users to cause a denial of service (NULL pointer dereference and system crash) or possibly have unspecified other impact via unknown vectors, related to the put_tty_queue and __f_setown functions. NOTE: the vulnerability was addressed in a different way in 2.6.32.9."
114,CVE-2009-4538,,,,2010-01-12,2018-11-16,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"drivers/net/e1000e/netdev.c in the e1000e driver in the Linux kernel 2.6.32.3 and earlier does not properly check the size of an Ethernet frame that exceeds the MTU, which allows remote attackers to have an unspecified impact via crafted packets, a related issue to CVE-2009-4537."
115,CVE-2009-4537,20,,DoS,2010-01-12,2018-11-16,7.8,None,Remote,Low,Not required,None,None,Complete,"drivers/net/r8169.c in the r8169 driver in the Linux kernel 2.6.32.3 and earlier does not properly check the size of an Ethernet frame that exceeds the MTU, which allows remote attackers to (1) cause a denial of service (temporary network outage) via a packet with a crafted size, in conjunction with certain packets containing A characters and certain packets containing E characters; or (2) cause a denial of service (system crash) via a packet with a crafted size, in conjunction with certain packets containing '\0' characters, related to the value of the status register and erroneous behavior associated with the RxMaxSize register. NOTE: this vulnerability exists because of an incorrect fix for CVE-2009-1389."
116,CVE-2009-4536,189,,Bypass,2010-01-12,2018-11-16,7.8,None,Remote,Low,Not required,None,None,Complete,"drivers/net/e1000/e1000_main.c in the e1000 driver in the Linux kernel 2.6.32.3 and earlier handles Ethernet frames that exceed the MTU by processing certain trailing payload data as if it were a complete frame, which allows remote attackers to bypass packet filters via a large packet with a crafted payload. NOTE: this vulnerability exists because of an incorrect fix for CVE-2009-1385."
117,CVE-2009-4272,20,,DoS,2010-01-27,2017-09-18,7.8,None,Remote,Low,Not required,None,None,Complete,"A certain Red Hat patch for net/ipv4/route.c in the Linux kernel 2.6.18 on Red Hat Enterprise Linux (RHEL) 5 allows remote attackers to cause a denial of service (deadlock) via crafted packets that force collisions in the IPv4 routing hash table, and trigger a routing ""emergency"" in which a hash chain is too long. NOTE: this is related to an issue in the Linux kernel before 2.6.31, when the kernel routing cache is disabled, involving an uninitialized pointer and a panic."
118,CVE-2009-4271,,,DoS,2010-03-19,2017-09-18,4.7,None,Local,Medium,Not required,None,None,Complete,The Linux kernel 2.6.9 through 2.6.17 on the x86_64 and amd64 platforms allows local users to cause a denial of service (panic) via a 32-bit application that calls mprotect on its Virtual Dynamic Shared Object (VDSO) page and then triggers a segmentation fault.
119,CVE-2009-4141,399,,+Priv,2010-01-19,2017-09-18,7.2,None,Local,Low,Not required,Complete,Complete,Complete,"Use-after-free vulnerability in the fasync_helper function in fs/fcntl.c in the Linux kernel before 2.6.33-rc4-git1 allows local users to gain privileges via vectors that include enabling O_ASYNC (aka FASYNC or FIOASYNC) on a locked file, and then closing this file."
120,CVE-2009-3556,264,,,2010-01-27,2017-09-18,1.9,None,Local,Medium,Not required,None,Partial,None,"A certain Red Hat configuration step for the qla2xxx driver in the Linux kernel 2.6.18 on Red Hat Enterprise Linux (RHEL) 5, when N_Port ID Virtualization (NPIV) hardware is used, sets world-writable permissions for the (1) vport_create and (2) vport_delete files under /sys/class/scsi_host/, which allows local users to make arbitrary changes to SCSI host attributes by modifying these files."
121,CVE-2008-7256,,,DoS,2010-06-03,2017-08-16,1.2,None,Local,High,Not required,None,None,Partial,"mm/shmem.c in the Linux kernel before 2.6.28-rc8, when strict overcommit is enabled and CONFIG_SECURITY is disabled, does not properly handle the export of shmemfs objects by knfsd, which allows attackers to cause a denial of service (NULL pointer dereference and knfsd crash) or possibly have unspecified other impact via unknown vectors. NOTE: this vulnerability exists because of an incomplete fix for CVE-2010-1643."
122,CVE-2007-6733,399,,DoS,2010-03-16,2012-03-19,4.7,None,Local,Medium,Not required,None,None,Complete,"The nfs_lock function in fs/nfs/file.c in the Linux kernel 2.6.9 does not properly remove POSIX locks on files that are setgid without group-execute permission, which allows local users to cause a denial of service (BUG and system crash) by locking a file on an NFS filesystem and then changing this file's permissions, a related issue to CVE-2010-0727."
123,CVE-2005-4886,189,,DoS,2010-02-26,2018-10-30,7.8,None,Remote,Low,Not required,None,None,Complete,The selinux_parse_skb_ipv6 function in security/selinux/hooks.c in the Linux kernel before 2.6.12-rc4 allows remote attackers to cause a denial of service (OOPS) via vectors associated with an incorrect call to the ipv6_skip_exthdr function.
1,CVE-2011-2928,20,,DoS,2011-08-29,2018-10-09,4.9,None,Local,Low,Not required,None,None,Complete,"The befs_follow_link function in fs/befs/linuxvfs.c in the Linux kernel before 3.1-rc3 does not validate the length attribute of long symlinks, which allows local users to cause a denial of service (incorrect pointer dereference and OOPS) by accessing a long symlink on a malformed Be filesystem."
2,CVE-2011-2723,399,,DoS,2011-09-06,2016-08-22,5.7,None,Local Network,Medium,Not required,None,None,Complete,"The skb_gro_header_slow function in include/linux/netdevice.h in the Linux kernel before 2.6.39.4, when Generic Receive Offload (GRO) is enabled, resets certain fields in incorrect situations, which allows remote attackers to cause a denial of service (system crash) via crafted network traffic."
3,CVE-2011-2700,119,,DoS Overflow,2011-09-06,2012-03-19,2.1,None,Local,Low,Not required,None,None,Partial,Multiple buffer overflows in the si4713_write_econtrol_string function in drivers/media/radio/si4713-i2c.c in the Linux kernel before 2.6.39.4 on the N900 platform might allow local users to cause a denial of service or have unspecified other impact via a crafted s_ext_ctrls operation with a (1) V4L2_CID_RDS_TX_PS_NAME or (2) V4L2_CID_RDS_TX_RADIO_TEXT control ID.
4,CVE-2011-2695,189,,DoS,2011-07-28,2012-03-19,4.9,None,Local,Low,Not required,None,None,Complete,Multiple off-by-one errors in the ext4 subsystem in the Linux kernel before 3.0-rc5 allow local users to cause a denial of service (BUG_ON and system crash) by accessing a sparse file in extent format with a write operation involving a block number corresponding to the largest possible 32-bit unsigned integer.
5,CVE-2011-2689,399,,DoS,2011-07-28,2017-08-28,4.9,None,Local,Low,Not required,None,None,Complete,"The gfs2_fallocate function in fs/gfs2/file.c in the Linux kernel before 3.0-rc1 does not ensure that the size of a chunk allocation is a multiple of the block size, which allows local users to cause a denial of service (BUG and system crash) by arranging for all resource groups to have too little free space."
6,CVE-2011-2534,119,,DoS Overflow,2011-06-22,2012-03-19,4.0,None,Local,High,Not required,None,None,Complete,"Buffer overflow in the clusterip_proc_write function in net/ipv4/netfilter/ipt_CLUSTERIP.c in the Linux kernel before 2.6.39 might allow local users to cause a denial of service or have unspecified other impact via a crafted write operation, related to string data that lacks a terminating '\0' character."
7,CVE-2011-2497,189,,DoS Overflow Mem. Corr.,2011-08-29,2012-03-19,8.3,None,Local Network,Low,Not required,Complete,Complete,Complete,"Integer underflow in the l2cap_config_req function in net/bluetooth/l2cap_core.c in the Linux kernel before 3.0 allows remote attackers to cause a denial of service (heap memory corruption) or possibly have unspecified other impact via a small command-size value within the command header of a Logical Link Control and Adaptation Protocol (L2CAP) configuration request, leading to a buffer overflow."
8,CVE-2011-2492,200,,+Info,2011-07-28,2016-08-22,1.9,None,Local,Medium,Not required,Partial,None,None,"The bluetooth subsystem in the Linux kernel before 3.0-rc4 does not properly initialize certain data structures, which allows local users to obtain potentially sensitive information from kernel memory via a crafted getsockopt system call, related to (1) the l2cap_sock_getsockopt_old function in net/bluetooth/l2cap_sock.c and (2) the rfcomm_sock_getsockopt_old function in net/bluetooth/rfcomm/sock.c."
9,CVE-2011-2484,399,,DoS Bypass,2011-06-24,2017-08-28,4.9,None,Local,Low,Not required,None,None,Complete,"The add_del_listener function in kernel/taskstats.c in the Linux kernel 2.6.39.1 and earlier does not prevent multiple registrations of exit handlers, which allows local users to cause a denial of service (memory and CPU consumption), and bypass the OOM Killer, via a crafted application."
10,CVE-2011-2213,20,,DoS,2011-08-29,2016-08-22,4.9,None,Local,Low,Not required,None,None,Complete,"The inet_diag_bc_audit function in net/ipv4/inet_diag.c in the Linux kernel before 2.6.39.3 does not properly audit INET_DIAG bytecode, which allows local users to cause a denial of service (kernel infinite loop) via crafted INET_DIAG_REQ_BYTECODE instructions in a netlink message, as demonstrated by an INET_DIAG_BC_JMP instruction with a zero yes value, a different vulnerability than CVE-2010-3880."
11,CVE-2011-2189,399,,DoS,2011-10-10,2012-09-17,7.8,None,Remote,Low,Not required,None,None,Complete,"net/core/net_namespace.c in the Linux kernel 2.6.32 and earlier does not properly handle a high rate of creation and cleanup of network namespaces, which makes it easier for remote attackers to cause a denial of service (memory consumption) via requests to a daemon that requires a separate namespace per connection, as demonstrated by vsftpd."
12,CVE-2011-2184,,,DoS,2011-09-06,2012-03-19,7.2,None,Local,Low,Not required,Complete,Complete,Complete,"The key_replace_session_keyring function in security/keys/process_keys.c in the Linux kernel before 2.6.39.1 does not initialize a certain structure member, which allows local users to cause a denial of service (NULL pointer dereference and OOPS) or possibly have unspecified other impact via a KEYCTL_SESSION_TO_PARENT argument to the keyctl function, a different vulnerability than CVE-2010-2960."
13,CVE-2011-2022,20,,DoS +Priv,2011-05-09,2014-01-13,6.9,None,Local,Medium,Not required,Complete,Complete,Complete,"The agp_generic_remove_memory function in drivers/char/agp/generic.c in the Linux kernel before 2.6.38.5 does not validate a certain start parameter, which allows local users to gain privileges or cause a denial of service (system crash) via a crafted AGPIOC_UNBIND agp_ioctl ioctl call, a different vulnerability than CVE-2011-1745."
14,CVE-2011-1776,119,,DoS Overflow +Info,2011-09-06,2014-01-13,5.6,None,Local,Low,Not required,Partial,None,Complete,"The is_gpt_valid function in fs/partitions/efi.c in the Linux kernel before 2.6.39 does not check the size of an Extensible Firmware Interface (EFI) GUID Partition Table (GPT) entry, which allows physically proximate attackers to cause a denial of service (heap-based buffer overflow and OOPS) or obtain sensitive information from kernel heap memory by connecting a crafted GPT storage device, a different vulnerability than CVE-2011-1577."
15,CVE-2011-1771,,,DoS,2011-09-06,2012-03-19,4.7,None,Local,Medium,Not required,None,None,Complete,The cifs_close function in fs/cifs/file.c in the Linux kernel before 2.6.39 allows local users to cause a denial of service (NULL pointer dereference and BUG) or possibly have unspecified other impact by setting the O_DIRECT flag during an attempt to open a file on a CIFS filesystem.
16,CVE-2011-1770,189,,DoS,2011-06-24,2012-03-19,7.8,None,Remote,Low,Not required,None,None,Complete,"Integer underflow in the dccp_parse_options function (net/dccp/options.c) in the Linux kernel before 2.6.33.14 allows remote attackers to cause a denial of service via a Datagram Congestion Control Protocol (DCCP) packet with an invalid feature options length, which triggers a buffer over-read."
17,CVE-2011-1748,20,,DoS,2011-05-09,2012-04-16,4.9,None,Local,Low,Not required,None,None,Complete,"The raw_release function in net/can/raw.c in the Linux kernel before 2.6.39-rc6 does not properly validate a socket data structure, which allows local users to cause a denial of service (NULL pointer dereference) or possibly have unspecified other impact via a crafted release operation."
18,CVE-2011-1747,399,,DoS,2011-05-09,2012-03-19,4.7,None,Local,Medium,Not required,None,None,Complete,"The agp subsystem in the Linux kernel 2.6.38.5 and earlier does not properly restrict memory allocation by the (1) AGPIOC_RESERVE and (2) AGPIOC_ALLOCATE ioctls, which allows local users to cause a denial of service (memory consumption) by making many calls to these ioctls."
19,CVE-2011-1746,189,,DoS Overflow,2011-05-09,2014-01-13,6.9,None,Local,Medium,Not required,Complete,Complete,Complete,"Multiple integer overflows in the (1) agp_allocate_memory and (2) agp_create_user_memory functions in drivers/char/agp/generic.c in the Linux kernel before 2.6.38.5 allow local users to trigger buffer overflows, and consequently cause a denial of service (system crash) or possibly have unspecified other impact, via vectors related to calls that specify a large number of memory pages."
20,CVE-2011-1745,189,,DoS Overflow +Priv,2011-05-09,2014-01-13,6.9,None,Local,Medium,Not required,Complete,Complete,Complete,Integer overflow in the agp_generic_insert_memory function in drivers/char/agp/generic.c in the Linux kernel before 2.6.38.5 allows local users to gain privileges or cause a denial of service (system crash) via a crafted AGPIOC_BIND agp_ioctl ioctl call.
21,CVE-2011-1598,20,,DoS,2011-05-09,2012-03-19,4.9,None,Local,Low,Not required,None,None,Complete,"The bcm_release function in net/can/bcm.c in the Linux kernel before 2.6.39-rc6 does not properly validate a socket data structure, which allows local users to cause a denial of service (NULL pointer dereference) or possibly have unspecified other impact via a crafted release operation."
22,CVE-2011-1593,189,,DoS Overflow,2011-05-03,2017-08-16,4.9,None,Local,Low,Not required,None,None,Complete,Multiple integer overflows in the next_pidmap function in kernel/pid.c in the Linux kernel before 2.6.38.4 allow local users to cause a denial of service (system crash) via a crafted (1) getdents or (2) readdir system call.
23,CVE-2011-1581,20,,DoS,2011-05-26,2012-03-19,4.6,None,Local Network,High,Not required,None,None,Complete,"The bond_select_queue function in drivers/net/bonding/bond_main.c in the Linux kernel before 2.6.39, when a network device with a large number of receive queues is installed but the default tx_queues setting is used, does not properly restrict queue indexes, which allows remote attackers to cause a denial of service (BUG and system crash) or possibly have unspecified other impact by sending network traffic."
24,CVE-2011-1577,119,,DoS Overflow,2011-05-03,2018-10-09,4.9,None,Local,Low,Not required,None,None,Complete,Heap-based buffer overflow in the is_gpt_valid function in fs/partitions/efi.c in the Linux kernel 2.6.38 and earlier allows physically proximate attackers to cause a denial of service (OOPS) or possibly have unspecified other impact via a crafted size of the EFI GUID partition-table header on removable media.
25,CVE-2011-1576,119,,DoS Overflow Mem. Corr.,2011-08-31,2014-01-13,5.7,None,Local Network,Medium,Not required,None,None,Complete,"The Generic Receive Offload (GRO) implementation in the Linux kernel 2.6.18 on Red Hat Enterprise Linux 5 and 2.6.32 on Red Hat Enterprise Linux 6, as used in Red Hat Enterprise Virtualization (RHEV) Hypervisor and other products, allows remote attackers to cause a denial of service via crafted VLAN packets that are processed by the napi_reuse_skb function, leading to (1) a memory leak or (2) memory corruption, a different vulnerability than CVE-2011-1478."
26,CVE-2011-1495,20,,DoS +Priv Mem. Corr. +Info,2011-05-03,2018-10-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,"drivers/scsi/mpt2sas/mpt2sas_ctl.c in the Linux kernel 2.6.38 and earlier does not validate (1) length and (2) offset values before performing memory copy operations, which might allow local users to gain privileges, cause a denial of service (memory corruption), or obtain sensitive information from kernel memory via a crafted ioctl call, related to the _ctl_do_mpt_command and _ctl_diag_read_buffer functions."
27,CVE-2011-1494,189,,DoS Overflow +Priv Mem. Corr.,2011-05-03,2018-10-09,6.9,None,Local,Medium,Not required,Complete,Complete,Complete,Integer overflow in the _ctl_do_mpt_command function in drivers/scsi/mpt2sas/mpt2sas_ctl.c in the Linux kernel 2.6.38 and earlier might allow local users to gain privileges or cause a denial of service (memory corruption) via an ioctl call specifying a crafted value that triggers a heap-based buffer overflow.
