#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,
48,CVE-2011-3952,20,,DoS Exec Code,2012-08-20,2018-10-30,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The decode_init function in kmvc.c in libavcodec in FFmpeg before 0.10 and in Libav 0.5.x before 0.5.9, 0.6.x before 0.6.6, 0.7.x before 0.7.6, and 0.8.x before 0.8.1 allows remote attackers to cause a denial of service (application crash) and possibly execute arbitrary code via a large palette size in a KMVC encoded file."
49,CVE-2011-3951,119,,DoS Exec Code Overflow,2012-08-20,2012-08-21,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The dpcm_decode_frame function in dpcm.c in libavcodec in FFmpeg before 0.10 and in Libav 0.5.x before 0.5.9, 0.6.x before 0.6.6, 0.7.x before 0.7.6, and 0.8.x before 0.8.1 allows remote attackers to cause a denial of service (application crash) and possibly execute arbitrary code via a crafted stereo stream in a media file."
50,CVE-2011-3947,119,,DoS Exec Code Overflow,2012-08-20,2012-10-29,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Buffer overflow in mjpegbdec.c in libavcodec in FFmpeg 0.7.x before 0.7.12 and 0.8.x before 0.8.11, and in Libav 0.5.x before 0.5.9, 0.6.x before 0.6.6, 0.7.x before 0.7.5, and 0.8.x before 0.8.1, allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via a crafted MJPEG-B file."
1,CVE-2013-7024,119,,DoS Overflow,2013-12-09,2016-12-02,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The jpeg2000_decode_tile function in libavcodec/jpeg2000dec.c in FFmpeg before 2.1 does not consider the component number in certain calculations, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted JPEG2000 data."
2,CVE-2013-7023,119,,DoS Overflow,2013-12-09,2016-12-02,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The ff_combine_frame function in libavcodec/parser.c in FFmpeg before 2.1 does not properly handle certain memory-allocation errors, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted data."
3,CVE-2013-7022,119,,DoS Overflow,2013-12-09,2016-12-02,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The g2m_init_buffers function in libavcodec/g2meet.c in FFmpeg before 2.1 does not properly allocate memory for tiles, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted Go2Webinar data."
4,CVE-2013-7021,399,,DoS,2013-12-09,2016-12-02,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The filter_frame function in libavfilter/vf_fps.c in FFmpeg before 2.1 does not properly ensure the availability of FIFO content, which allows remote attackers to cause a denial of service (double free) or possibly have unspecified other impact via crafted data."
5,CVE-2013-7020,119,,DoS Overflow,2013-12-09,2017-01-06,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The read_header function in libavcodec/ffv1dec.c in FFmpeg before 2.1 does not properly enforce certain bit-count and colorspace constraints, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted FFV1 data."
6,CVE-2013-7019,20,,DoS,2013-12-09,2016-12-02,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The get_cox function in libavcodec/jpeg2000dec.c in FFmpeg before 2.1 does not properly validate the reduction factor, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted JPEG2000 data."
7,CVE-2013-7018,119,,DoS Overflow,2013-12-09,2016-12-02,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"libavcodec/jpeg2000dec.c in FFmpeg before 2.1 does not ensure the use of valid code-block dimension values, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted JPEG2000 data."
8,CVE-2013-7017,,,DoS,2013-12-09,2016-12-02,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,libavcodec/jpeg2000.c in FFmpeg before 2.1 allows remote attackers to cause a denial of service (invalid pointer dereference) or possibly have unspecified other impact via crafted JPEG2000 data.
9,CVE-2013-7016,119,,DoS Overflow,2013-12-09,2016-12-02,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The get_siz function in libavcodec/jpeg2000dec.c in FFmpeg before 2.1 does not ensure the expected sample separation, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted JPEG2000 data."
10,CVE-2013-7015,20,,DoS,2013-12-09,2016-12-02,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The flashsv_decode_frame function in libavcodec/flashsv.c in FFmpeg before 2.1 does not properly validate a certain height value, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted Flash Screen Video data."
11,CVE-2013-7014,189,,DoS,2013-12-09,2016-12-02,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Integer signedness error in the add_bytes_l2_c function in libavcodec/pngdsp.c in FFmpeg before 2.1 allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted PNG data.
12,CVE-2013-7013,189,,DoS,2013-12-09,2016-12-02,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The g2m_init_buffers function in libavcodec/g2meet.c in FFmpeg before 2.1 uses an incorrect ordering of arithmetic operations, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted Go2Webinar data."
13,CVE-2013-7012,119,,DoS Overflow,2013-12-09,2016-12-02,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The get_siz function in libavcodec/jpeg2000dec.c in FFmpeg before 2.1 does not prevent attempts to use non-zero image offsets, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted JPEG2000 data."
14,CVE-2013-7011,119,,DoS Overflow,2013-12-09,2016-12-02,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The read_header function in libavcodec/ffv1dec.c in FFmpeg before 2.1 does not prevent changes to global parameters, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted FFV1 data."
15,CVE-2013-7010,189,,DoS,2013-12-09,2016-12-02,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Multiple integer signedness errors in libavcodec/dsputil.c in FFmpeg before 2.1 allow remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted data.
16,CVE-2013-7009,119,,DoS Overflow,2013-12-09,2016-12-02,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The rpza_decode_stream function in libavcodec/rpza.c in FFmpeg before 2.1 does not properly maintain a pointer to pixel data, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted Apple RPZA data."
17,CVE-2013-7008,,,DoS,2013-12-09,2016-12-02,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The decode_slice_header function in libavcodec/h264.c in FFmpeg before 2.1 incorrectly relies on a certain droppable field, which allows remote attackers to cause a denial of service (deadlock) or possibly have unspecified other impact via crafted H.264 data."
18,CVE-2013-4358,,,DoS,2013-12-24,2013-12-26,5.0,None,Remote,Low,Not required,None,None,Partial,libavcodec/h264.c in FFmpeg before 0.11.4 allows remote attackers to cause a denial of service (crash) via vectors related to alternating bit depths in H.264 data.
19,CVE-2013-4265,,,,2013-11-23,2016-12-02,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"The av_reallocp_array function in libavutil/mem.c in FFmpeg before 2.0.1 has an unspecified impact and remote vectors related to a ""wrong return code"" and a resultant NULL pointer dereference."
20,CVE-2013-4264,119,,DoS Overflow,2013-11-23,2016-12-02,4.3,None,Remote,Medium,Not required,None,None,Partial,The kempf_decode_tile function in libavcodec/g2meet.c in FFmpeg before 2.0.1 allows remote attackers to cause a denial of service (out-of-bounds heap write) via a G2M4 encoded file.
21,CVE-2013-4263,119,,Overflow,2013-11-23,2016-12-02,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"libavfilter in FFmpeg before 2.0.1 has unspecified impact and remote vectors related to a crafted ""plane,"" which triggers an out-of-bounds heap write."
22,CVE-2013-3675,20,,DoS Overflow,2013-06-09,2013-10-04,4.3,None,Remote,Medium,Not required,None,None,Partial,"The process_frame_obj function in sanm.c in libavcodec in FFmpeg before 1.2.1 does not validate width and height values, which allows remote attackers to cause a denial of service (integer overflow, out-of-bounds array access, and application crash) via crafted LucasArts Smush video data."
23,CVE-2013-3674,20,,DoS,2013-06-09,2015-10-27,4.3,None,Remote,Medium,Not required,None,None,Partial,"The cdg_decode_frame function in cdgraphics.c in libavcodec in FFmpeg before 1.2.1 does not validate the presence of non-header data in a buffer, which allows remote attackers to cause a denial of service (out-of-bounds array access and application crash) via crafted CD Graphics Video data."
24,CVE-2013-3673,119,,DoS Overflow,2013-06-09,2013-06-10,4.3,None,Remote,Medium,Not required,None,None,Partial,"The gif_decode_frame function in gifdec.c in libavcodec in FFmpeg before 1.2.1 does not properly manage the disposal methods of frames, which allows remote attackers to cause a denial of service (out-of-bounds array access and application crash) via crafted GIF data."
25,CVE-2013-3672,20,,DoS,2013-06-09,2015-10-27,4.3,None,Remote,Medium,Not required,None,None,Partial,"The mm_decode_inter function in mmvideo.c in libavcodec in FFmpeg before 1.2.1 does not validate the relationship between a horizontal coordinate and a width value, which allows remote attackers to cause a denial of service (out-of-bounds array access and application crash) via crafted American Laser Games (ALG) MM Video data."
26,CVE-2013-3671,189,,DoS,2013-06-09,2013-06-10,4.3,None,Remote,Medium,Not required,None,None,Partial,"The format_line function in log.c in libavutil in FFmpeg before 1.2.1 uses inapplicable offset data during a certain category calculation, which allows remote attackers to cause a denial of service (invalid pointer dereference and application crash) via crafted data that triggers a log message."
27,CVE-2013-3670,119,,DoS Overflow,2013-06-09,2013-06-10,4.3,None,Remote,Medium,Not required,None,None,Partial,"The rle_unpack function in vmdav.c in libavcodec in FFmpeg git 20130328 through 20130501 does not properly use the bytestream2 API, which allows remote attackers to cause a denial of service (out-of-bounds array access and application crash) via crafted RLE data. NOTE: the vendor has listed this as an issue fixed in 1.2.1, but the issue is actually in new code that was not shipped with the 1.2.1 release or any earlier release."
28,CVE-2013-2496,119,,DoS Overflow,2013-03-09,2018-10-30,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The msrle_decode_8_16_24_32 function in msrledec.c in libavcodec in FFmpeg through 1.1.3 does not properly determine certain end pointers, which allows remote attackers to cause a denial of service (out-of-bounds array access and application crash) or possibly have unspecified other impact via crafted Microsoft RLE data."
29,CVE-2013-2495,189,,DoS Overflow,2013-03-09,2018-10-30,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The iff_read_header function in iff.c in libavformat in FFmpeg through 1.1.3 does not properly handle data sizes for Interchange File Format (IFF) data during operations involving a CMAP chunk or a video codec, which allows remote attackers to cause a denial of service (integer overflow, out-of-bounds array access, and application crash) or possibly have unspecified other impact via a crafted header."
30,CVE-2013-2277,,,DoS,2013-02-27,2018-10-30,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The ff_h264_decode_seq_parameter_set function in h264_ps.c in libavcodec in FFmpeg before 1.1.3 does not validate the relationship between luma depth and chroma depth, which allows remote attackers to cause a denial of service (out-of-bounds array access and application crash) or possibly have unspecified other impact via crafted H.264 data."
31,CVE-2013-2276,,,DoS,2013-02-27,2018-10-30,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The avcodec_decode_audio4 function in utils.c in libavcodec in FFmpeg before 1.1.3 does not verify the decoding state before proceeding with certain skip operations, which allows remote attackers to cause a denial of service (out-of-bounds array access and application crash) or possibly have unspecified other impact via crafted audio data."
32,CVE-2013-0878,119,,Overflow,2013-11-23,2016-12-02,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"The advance_line function in libavcodec/targa.c in FFmpeg before 1.1.3 allows remote attackers to have an unspecified impact via crafted Targa image data, related to an out-of-bounds array access."
33,CVE-2013-0877,119,,Overflow,2013-11-23,2016-12-02,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"The old_codec37 function in libavcodec/sanm.c in FFmpeg before 1.1.3 allows remote attackers to have an unspecified impact via crafted LucasArts Smush data that has a large size when decoded, related to an out-of-bounds array access."
34,CVE-2013-0876,189,,Overflow,2013-11-23,2016-12-02,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"Multiple integer overflows in the (1) old_codec37 and (2) old_codec47 functions in libavcodec/sanm.c in FFmpeg before 1.1.3 allow remote attackers to have an unspecified impact via crafted LucasArts Smush data, which triggers an out-of-bounds array access."
35,CVE-2013-0875,189,,,2013-11-23,2016-12-02,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"The ff_add_png_paeth_prediction function in libavcodec/pngdec.c in FFmpeg before 1.1.3 allows remote attackers to have an unspecified impact via a crafted PNG image, related to an out-of-bounds array access."
36,CVE-2013-0874,119,,Overflow,2013-11-23,2016-12-02,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"The (1) doubles2str and (2) shorts2str functions in libavcodec/tiff.c in FFmpeg before 1.1.3 allow remote attackers to have an unspecified impact via a crafted TIFF image, related to an out-of-bounds array access."
37,CVE-2013-0873,20,,,2013-11-23,2016-12-02,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"The read_header function in libavcodec/shorten.c in FFmpeg before 1.1.3 allows remote attackers to have an unspecified impact via an invalid channel count, related to ""freeing invalid addresses."""
38,CVE-2013-0872,119,,Overflow,2013-11-23,2016-12-02,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"The swr_init function in libswresample/swresample.c in FFmpeg before 1.1.3 allows remote attackers to have an unspecified impact via an invalid or unsupported (1) input or (2) output channel layout, related to an out-of-bounds array access."
39,CVE-2013-0869,119,,Overflow,2013-11-23,2013-11-27,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"The field_end function in libavcodec/h264.c in FFmpeg before 1.1.2 allows remote attackers to have an unspecified impact via crafted H.264 data, related to an SPS and slice mismatch and an out-of-bounds array access."
40,CVE-2013-0868,119,,Overflow,2013-11-23,2016-12-02,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"libavcodec/huffyuvdec.c in FFmpeg before 1.1.2 allows remote attackers to have an unspecified impact via crafted Huffyuv data, related to an out-of-bounds write and (1) unchecked return codes from the init_vlc function and (2) ""len==0 cases."""
41,CVE-2013-0867,20,,,2013-11-23,2016-12-02,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"The decode_slice_header function in libavcodec/h264.c in FFmpeg before 1.1.2 does not properly check when the pixel format changes, which allows remote attackers to have unspecified impact via crafted H.264 video data, related to an out-of-bounds array access."
42,CVE-2013-0866,119,,Overflow,2013-11-23,2016-12-02,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"The aac_decode_init function in libavcodec/aacdec.c in FFmpeg before 1.0.4 and 1.1.x before 1.1.2 allows remote attackers to have an unspecified impact via a large number of channels in an AAC file, which triggers an out-of-bounds array access."
43,CVE-2013-0865,119,,Overflow,2013-11-23,2016-12-02,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"The vqa_decode_chunk function in libavcodec/vqavideo.c in FFmpeg before 1.0.4 and 1.1.x before 1.1.2 allows remote attackers to have an unspecified impact via a large (1) cbp0 or (2) cbpz chunk in Westwood Studios VQA Video file, which triggers an out-of-bounds write."
44,CVE-2013-0864,189,,,2013-11-23,2016-12-02,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"The gif_copy_img_rect function in libavcodec/gifdec.c in FFmpeg before 1.1.2 performs an incorrect calculation for an ""end pointer,"" which allows remote attackers to have an unspecified impact via crafted GIF data that triggers an out-of-bounds array access."
45,CVE-2013-0863,119,,Overflow,2013-11-23,2016-12-02,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,Buffer overflow in the rle_decode function in libavcodec/sanm.c in FFmpeg before 1.0.4 and 1.1.x before 1.1.2 allows remote attackers to have an unspecified impact via crafted LucasArts Smush video data.
46,CVE-2013-0862,189,,Overflow,2013-11-23,2016-12-02,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"Multiple integer overflows in the process_frame_obj function in libavcodec/sanm.c in FFmpeg before 1.1.2 allow remote attackers to have an unspecified impact via crafted image dimensions in LucasArts Smush video data, which triggers an out-of-bounds array access."
47,CVE-2013-0861,119,,Overflow Mem. Corr.,2013-11-23,2016-12-02,5.0,None,Remote,Low,Not required,None,Partial,None,The avcodec_decode_audio4 function in libavcodec/utils.c in FFmpeg before 1.0.4 and 1.1.x before 1.1.1 allows remote attackers to trigger memory corruption via vectors related to the channel layout.
48,CVE-2013-0860,20,,,2013-11-23,2016-12-02,4.3,None,Remote,Medium,Not required,None,None,Partial,"The ff_er_frame_end function in libavcodec/error_resilience.c in FFmpeg before 1.0.4 and 1.1.x before 1.1.1 does not properly verify that a frame is fully initialized, which allows remote attackers to trigger a NULL pointer dereference via crafted picture data."
49,CVE-2013-0859,189,,,2013-12-07,2013-12-27,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"The add_doubles_metadata function in libavcodec/tiff.c in FFmpeg before 1.1 allows remote attackers to have an unspecified impact via a negative or zero count value in a TIFF image, which triggers an out-of-bounds array access."
50,CVE-2013-0858,,,,2013-12-07,2016-12-06,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,The atrac3_decode_init function in libavcodec/atrac3.c in FFmpeg before 1.0.4 allows remote attackers to have an unspecified impact via ATRAC3 data with the joint stereo coding mode set and fewer than two channels.
1,CVE-2014-9319,119,,DoS Overflow,2014-12-09,2016-12-02,5.0,None,Remote,Low,Not required,None,None,Partial,"The ff_hevc_decode_nal_sps function in libavcodec/hevc_ps.c in FFMpeg before 2.1.6, 2.2.x through 2.3.x, and 2.4.x before 2.4.4 allows remote attackers to cause a denial of service (out-of-bounds access) via a crafted .bit file."
2,CVE-2014-9318,119,,DoS Overflow,2014-12-09,2016-12-02,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The raw_decode function in libavcodec/rawdec.c in FFMpeg before 2.1.6, 2.2.x through 2.3.x, and 2.4.x before 2.4.4 allows remote attackers to cause a denial of service (out-of-bounds heap access) and possibly have other unspecified impact via a crafted .cine file that triggers the avpicture_get_size function to return a negative frame size."
3,CVE-2014-9317,119,,DoS Overflow,2014-12-09,2018-12-21,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The decode_ihdr_chunk function in libavcodec/pngdec.c in FFMpeg before 2.1.6, 2.2.x through 2.3.x, and 2.4.x before 2.4.4 allows remote attackers to cause a denial of service (out-of-bounds heap access) and possibly have other unspecified impact via an IDAT before an IHDR in a PNG file."
4,CVE-2014-9316,119,,DoS Overflow,2014-12-09,2016-12-02,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The mjpeg_decode_app function in libavcodec/mjpegdec.c in FFMpeg before 2.1.6, 2.2.x through 2.3.x, and 2.4.x before 2.4.4 allows remote attackers to cause a denial of service (out-of-bounds heap access) and possibly have other unspecified impact via vectors related to LJIF tags in an MJPEG file."
5,CVE-2014-8549,189,,DoS,2014-11-05,2016-12-02,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"libavcodec/on2avc.c in FFmpeg before 2.4.2 does not constrain the number of channels to at most 2, which allows remote attackers to cause a denial of service (out-of-bounds access) or possibly have unspecified other impact via crafted On2 data."
6,CVE-2014-8548,119,,DoS Overflow,2014-11-05,2016-12-02,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Off-by-one error in libavcodec/smc.c in FFmpeg before 2.4.2 allows remote attackers to cause a denial of service (out-of-bounds access) or possibly have unspecified other impact via crafted Quicktime Graphics (aka SMC) video data.
7,CVE-2014-8547,119,,DoS Overflow,2014-11-05,2016-12-02,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"libavcodec/gifdec.c in FFmpeg before 2.4.2 does not properly compute image heights, which allows remote attackers to cause a denial of service (out-of-bounds access) or possibly have unspecified other impact via crafted GIF data."
8,CVE-2014-8546,189,,DoS,2014-11-05,2016-12-02,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Integer underflow in libavcodec/cinepak.c in FFmpeg before 2.4.2 allows remote attackers to cause a denial of service (out-of-bounds access) or possibly have unspecified other impact via crafted Cinepak video data.
9,CVE-2014-8545,189,,DoS,2014-11-05,2016-12-02,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"libavcodec/pngdec.c in FFmpeg before 2.4.2 accepts the monochrome-black format without verifying that the bits-per-pixel value is 1, which allows remote attackers to cause a denial of service (out-of-bounds access) or possibly have unspecified other impact via crafted PNG data."
10,CVE-2014-8544,20,,DoS,2014-11-05,2016-12-02,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"libavcodec/tiff.c in FFmpeg before 2.4.2 does not properly validate bits-per-pixel fields, which allows remote attackers to cause a denial of service (out-of-bounds access) or possibly have unspecified other impact via crafted TIFF data."
11,CVE-2014-8543,20,,DoS,2014-11-05,2016-12-02,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"libavcodec/mmvideo.c in FFmpeg before 2.4.2 does not consider all lines of HHV Intra blocks during validation of image height, which allows remote attackers to cause a denial of service (out-of-bounds access) or possibly have unspecified other impact via crafted MM video data."
12,CVE-2014-8542,119,,DoS Overflow,2014-11-05,2016-12-02,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"libavcodec/utils.c in FFmpeg before 2.4.2 omits a certain codec ID during enforcement of alignment, which allows remote attackers to cause a denial of service (out-of-bounds access) or possibly have unspecified other impact via crafted JV data."
13,CVE-2014-8541,119,,DoS Overflow,2014-11-05,2016-12-02,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"libavcodec/mjpegdec.c in FFmpeg before 2.4.2 considers only dimension differences, and not bits-per-pixel differences, when determining whether an image size has changed, which allows remote attackers to cause a denial of service (out-of-bounds access) or possibly have unspecified other impact via crafted MJPEG data."
14,CVE-2014-5272,119,,Overflow,2014-11-03,2016-12-02,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"libavcodec/iff.c in FFMpeg before 1.1.14, 1.2.x before 1.2.8, 2.2.x before 2.2.7, and 2.3.x before 2.3.2 allows remote attackers to have unspecified impact via a crafted iff image, which triggers an out-of-bounds array access, related to the rgb8 and rgbn formats."
15,CVE-2014-5271,119,,DoS Exec Code Overflow,2014-11-03,2016-12-02,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"Heap-based buffer overflow in the encode_slice function in libavcodec/proresenc_kostya.c in FFMpeg before 1.1.14, 1.2.x before 1.2.8, 2.x before 2.2.7, and 2.3.x before 2.3.3 and Libav before 10.5 allows remote attackers to cause a denial of service (crash) or possibly execute arbitrary code via unspecified vectors."
16,CVE-2014-2263,119,,Overflow,2014-02-28,2017-08-28,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The mpegts_write_pmt function in the MPEG2 transport stream (aka DVB) muxer (libavformat/mpegtsenc.c) in FFmpeg, possibly 2.1 and earlier, allows remote attackers to have unspecified impact and vectors, which trigger an out-of-bounds write."
17,CVE-2014-2099,189,,DoS,2014-03-01,2014-03-03,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The msrle_decode_frame function in libavcodec/msrle.c in FFmpeg before 2.1.4 does not properly calculate line sizes, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted Microsoft RLE video data."
18,CVE-2014-2098,119,,DoS Overflow Mem. Corr.,2014-03-01,2016-12-02,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"libavcodec/wmalosslessdec.c in FFmpeg before 2.1.4 uses an incorrect data-structure size for certain coefficients, which allows remote attackers to cause a denial of service (memory corruption) or possibly have unspecified other impact via crafted WMA data."
19,CVE-2014-2097,20,,DoS,2014-03-01,2016-12-02,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The tak_decode_frame function in libavcodec/takdec.c in FFmpeg before 2.1.4 does not properly validate a certain bits-per-sample value, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted TAK (aka Tom's lossless Audio Kompressor) data."
1,CVE-2015-8663,119,,DoS Overflow,2015-12-23,2018-12-21,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The ff_get_buffer function in libavcodec/utils.c in FFmpeg before 2.8.4 preserves width and height values after a failure, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via a crafted .mov file."
2,CVE-2015-8662,119,,DoS Overflow,2015-12-23,2018-12-21,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The ff_dwt_decode function in libavcodec/jpeg2000dwt.c in FFmpeg before 2.8.4 does not validate the number of decomposition levels before proceeding with Discrete Wavelet Transform decoding, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted JPEG 2000 data."
3,CVE-2015-8661,119,,DoS Overflow,2015-12-23,2018-12-21,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The h264_slice_header_init function in libavcodec/h264_slice.c in FFmpeg before 2.8.3 does not validate the relationship between the number of threads and the number of slices, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted H.264 data."
4,CVE-2015-8365,119,,DoS Overflow,2015-11-26,2017-11-03,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The smka_decode_frame function in libavcodec/smacker.c in FFmpeg before 2.6.5, 2.7.x before 2.7.3, and 2.8.x through 2.8.2 does not verify that the data size is consistent with the number of channels, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted Smacker data."
5,CVE-2015-8364,189,,DoS Overflow,2015-11-26,2018-12-21,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Integer overflow in the ff_ivi_init_planes function in libavcodec/ivi.c in FFmpeg before 2.6.5, 2.7.x before 2.7.3, and 2.8.x through 2.8.2 allows remote attackers to cause a denial of service (out-of-bounds heap-memory access) or possibly have unspecified other impact via crafted image dimensions in Indeo Video Interactive data."
6,CVE-2015-8363,119,,DoS Overflow,2015-11-26,2018-12-21,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The jpeg2000_read_main_headers function in libavcodec/jpeg2000dec.c in FFmpeg before 2.6.5, 2.7.x before 2.7.3, and 2.8.x through 2.8.2 does not enforce uniqueness of the SIZ marker in a JPEG 2000 image, which allows remote attackers to cause a denial of service (out-of-bounds heap-memory access) or possibly have unspecified other impact via a crafted image with two or more of these markers."
7,CVE-2015-8219,20,,DoS,2015-11-16,2016-12-07,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The init_tile function in libavcodec/jpeg2000dec.c in FFmpeg before 2.8.2 does not enforce minimum-value and maximum-value constraints on tile coordinates, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted JPEG 2000 data."
8,CVE-2015-8218,20,,DoS,2015-11-16,2016-12-07,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The decode_uncompressed function in libavcodec/faxcompr.c in FFmpeg before 2.8.2 does not validate uncompressed runs, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted CCITT FAX data."
9,CVE-2015-8217,20,,DoS,2015-11-16,2018-12-21,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The ff_hevc_parse_sps function in libavcodec/hevc_ps.c in FFmpeg before 2.8.2 does not validate the Chroma Format Indicator, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted High Efficiency Video Coding (HEVC) data."
