#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,
11,CVE-2012-6052,200,,+Info,2012-12-05,2017-09-18,5,None,Remote,Low,Not required,Partial,None,None,Wireshark 1.8.x before 1.8.4 allows remote attackers to obtain sensitive hostname information by reading pcap-ng files.
12,CVE-2012-5240,119,,DoS Overflow,2012-10-04,2017-09-18,5.8,None,Local Network,Low,Not required,Partial,Partial,Partial,Buffer overflow in the dissect_tlv function in epan/dissectors/packet-ldp.c in the LDP dissector in Wireshark 1.8.x before 1.8.3 allows remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact via a malformed packet.
13,CVE-2012-5238,,,DoS,2012-10-04,2017-09-18,3.3,None,Local Network,Low,Not required,None,None,Partial,"epan/dissectors/packet-ppp.c in the PPP dissector in Wireshark 1.8.x before 1.8.3 uses incorrect OUI data structures during the decoding of (1) PPP and (2) LCP data, which allows remote attackers to cause a denial of service (assertion failure and application exit) via a malformed packet."
14,CVE-2012-5237,399,,DoS,2012-10-04,2017-09-18,3.3,None,Local Network,Low,Not required,None,None,Partial,The dissect_hsrp function in epan/dissectors/packet-hsrp.c in the HSRP dissector in Wireshark 1.8.x before 1.8.3 allows remote attackers to cause a denial of service (infinite loop) via a malformed packet.
15,CVE-2012-4298,189,,Exec Code Overflow,2012-08-16,2017-09-18,5.4,None,Local Network,Medium,Not required,Partial,Partial,Partial,Integer signedness error in the vwr_read_rec_data_ethernet function in wiretap/vwr.c in the Ixia IxVeriWave file parser in Wireshark 1.8.x before 1.8.2 allows user-assisted remote attackers to execute arbitrary code via a crafted packet-trace file that triggers a buffer overflow.
16,CVE-2012-4297,119,,Exec Code Overflow,2012-08-16,2017-09-18,8.3,None,Local Network,Low,Not required,Complete,Complete,Complete,Buffer overflow in the dissect_gsm_rlcmac_downlink function in epan/dissectors/packet-gsm_rlcmac.c in the GSM RLC MAC dissector in Wireshark 1.6.x before 1.6.10 and 1.8.x before 1.8.2 allows remote attackers to execute arbitrary code via a malformed packet.
17,CVE-2012-4296,399,,DoS Overflow,2012-08-16,2018-10-30,3.3,None,Local Network,Low,Not required,None,None,Partial,"Buffer overflow in epan/dissectors/packet-rtps2.c in the RTPS2 dissector in Wireshark 1.4.x before 1.4.15, 1.6.x before 1.6.10, and 1.8.x before 1.8.2 allows remote attackers to cause a denial of service (CPU consumption) via a malformed packet."
18,CVE-2012-4295,20,,DoS,2012-08-16,2017-09-18,3.3,None,Local Network,Low,Not required,None,None,Partial,Array index error in the channelised_fill_sdh_g707_format function in epan/dissectors/packet-erf.c in the ERF dissector in Wireshark 1.8.x before 1.8.2 might allow remote attackers to cause a denial of service (application crash) via a crafted speed (aka rate) value.
19,CVE-2012-4294,119,,Exec Code Overflow,2012-08-16,2017-09-18,5.8,None,Local Network,Low,Not required,Partial,Partial,Partial,Buffer overflow in the channelised_fill_sdh_g707_format function in epan/dissectors/packet-erf.c in the ERF dissector in Wireshark 1.8.x before 1.8.2 allows remote attackers to execute arbitrary code via a large speed (aka rate) value.
20,CVE-2012-4293,189,,DoS,2012-08-16,2018-10-30,3.3,None,Local Network,Low,Not required,None,None,Partial,"plugins/ethercat/packet-ecatmb.c in the EtherCAT Mailbox dissector in Wireshark 1.4.x before 1.4.15, 1.6.x before 1.6.10, and 1.8.x before 1.8.2 does not properly handle certain integer fields, which allows remote attackers to cause a denial of service (application exit) via a malformed packet."
21,CVE-2012-4292,20,,DoS,2012-08-16,2018-10-30,3.3,None,Local Network,Low,Not required,None,None,Partial,"The dissect_stun_message function in epan/dissectors/packet-stun.c in the STUN dissector in Wireshark 1.4.x before 1.4.15, 1.6.x before 1.6.10, and 1.8.x before 1.8.2 does not properly interact with key-destruction behavior in a certain tree library, which allows remote attackers to cause a denial of service (application crash) via a malformed packet."
22,CVE-2012-4291,399,,DoS,2012-08-16,2018-10-30,3.3,None,Local Network,Low,Not required,None,None,Partial,"The CIP dissector in Wireshark 1.4.x before 1.4.15, 1.6.x before 1.6.10, and 1.8.x before 1.8.2 allows remote attackers to cause a denial of service (memory consumption) via a malformed packet."
23,CVE-2012-4290,399,,DoS,2012-08-16,2018-10-30,3.3,None,Local Network,Low,Not required,None,None,Partial,"The CTDB dissector in Wireshark 1.4.x before 1.4.15, 1.6.x before 1.6.10, and 1.8.x before 1.8.2 allows remote attackers to cause a denial of service (loop and CPU consumption) via a malformed packet."
24,CVE-2012-4289,399,,DoS,2012-08-16,2018-10-30,3.3,None,Local Network,Low,Not required,None,None,Partial,"epan/dissectors/packet-afp.c in the AFP dissector in Wireshark 1.4.x before 1.4.15, 1.6.x before 1.6.10, and 1.8.x before 1.8.2 allows remote attackers to cause a denial of service (loop and CPU consumption) via a large number of ACL entries."
25,CVE-2012-4288,189,,DoS Overflow,2012-08-16,2018-10-30,3.3,None,Local Network,Low,Not required,None,None,Partial,"Integer overflow in the dissect_xtp_ecntl function in epan/dissectors/packet-xtp.c in the XTP dissector in Wireshark 1.4.x before 1.4.15, 1.6.x before 1.6.10, and 1.8.x before 1.8.2 allows remote attackers to cause a denial of service (loop or application crash) via a large value for a span length."
26,CVE-2012-4287,399,,DoS,2012-08-16,2017-09-18,5,None,Remote,Low,Not required,None,None,Partial,epan/dissectors/packet-mongo.c in the MongoDB dissector in Wireshark 1.8.x before 1.8.2 allows remote attackers to cause a denial of service (loop and CPU consumption) via a small value for a BSON document length.
27,CVE-2012-4286,189,,DoS,2012-08-16,2017-09-18,4.3,None,Remote,Medium,Not required,None,None,Partial,The pcapng_read_packet_block function in wiretap/pcapng.c in the pcap-ng file parser in Wireshark 1.8.x before 1.8.2 allows user-assisted remote attackers to cause a denial of service (divide-by-zero error and application crash) via a crafted pcap-ng file.
28,CVE-2012-4285,189,,DoS,2012-08-16,2018-10-30,3.3,None,Local Network,Low,Not required,None,None,Partial,"The dissect_pft function in epan/dissectors/packet-dcp-etsi.c in the DCP ETSI dissector in Wireshark 1.4.x before 1.4.15, 1.6.x before 1.6.10, and 1.8.x before 1.8.2 allows remote attackers to cause a denial of service (divide-by-zero error and application crash) via a zero-length message."
29,CVE-2012-4049,94,,DoS,2012-07-24,2018-10-30,2.9,None,Local Network,Medium,Not required,None,None,Partial,"epan/dissectors/packet-nfs.c in the NFS dissector in Wireshark 1.4.x before 1.4.14, 1.6.x before 1.6.9, and 1.8.x before 1.8.1 allows remote attackers to cause a denial of service (loop and CPU consumption) via a crafted packet."
30,CVE-2012-4048,94,,DoS,2012-07-24,2017-09-18,3.3,None,Local Network,Low,Not required,None,None,Partial,"The PPP dissector in Wireshark 1.4.x before 1.4.14, 1.6.x before 1.6.9, and 1.8.x before 1.8.1 allows remote attackers to cause a denial of service (invalid pointer dereference and application crash) via a crafted packet, as demonstrated by a usbmon dump."
31,CVE-2012-3826,189,,DoS,2012-06-30,2017-09-18,3.3,None,Local Network,Low,Not required,None,None,Partial,"Multiple integer underflows in Wireshark 1.4.x before 1.4.13 and 1.6.x before 1.6.8 allow remote attackers to cause a denial of service (loop) via vectors related to the R3 dissector, a different vulnerability than CVE-2012-2392."
32,CVE-2012-3825,189,,DoS Overflow,2012-06-30,2017-09-18,3.3,None,Local Network,Low,Not required,None,None,Partial,"Multiple integer overflows in Wireshark 1.4.x before 1.4.13 and 1.6.x before 1.6.8 allow remote attackers to cause a denial of service (infinite loop) via vectors related to the (1) BACapp and (2) Bluetooth HCI dissectors, a different vulnerability than CVE-2012-2392."
33,CVE-2012-3548,399,,DoS,2012-08-30,2017-09-18,4.3,None,Remote,Medium,Not required,None,None,Partial,The dissect_drda function in epan/dissectors/packet-drda.c in Wireshark 1.6.x through 1.6.10 and 1.8.x through 1.8.2 allows remote attackers to cause a denial of service (infinite loop and CPU consumption) via a small value for a certain length field in a capture file.
34,CVE-2012-2394,119,,DoS Overflow,2012-06-30,2012-11-06,3.3,None,Local Network,Low,Not required,None,None,Partial,"Wireshark 1.4.x before 1.4.13 and 1.6.x before 1.6.8 on the SPARC and Itanium platforms does not properly perform data alignment for a certain structure member, which allows remote attackers to cause a denial of service (application crash) via a (1) ICMP or (2) ICMPv6 Echo Request packet."
35,CVE-2012-2393,119,,DoS Overflow,2012-06-30,2017-09-18,3.3,None,Local Network,Low,Not required,None,None,Partial,"epan/dissectors/packet-diameter.c in the DIAMETER dissector in Wireshark 1.4.x before 1.4.13 and 1.6.x before 1.6.8 does not properly construct certain array data structures, which allows remote attackers to cause a denial of service (application crash) via a crafted packet that triggers incorrect memory allocation."
36,CVE-2012-2392,399,,DoS,2012-06-30,2017-09-18,3.3,None,Local Network,Low,Not required,None,None,Partial,"Wireshark 1.4.x before 1.4.13 and 1.6.x before 1.6.8 allows remote attackers to cause a denial of service (infinite loop) via vectors related to the (1) ANSI MAP, (2) ASF, (3) IEEE 802.11, (4) IEEE 802.3, and (5) LTP dissectors."
37,CVE-2012-1596,399,,DoS,2012-04-11,2017-12-28,5,None,Remote,Low,Not required,None,None,Partial,The mp2t_process_fragmented_payload function in epan/dissectors/packet-mp2t.c in the MP2T dissector in Wireshark 1.4.x before 1.4.12 and 1.6.x before 1.6.6 allows remote attackers to cause a denial of service (application crash) via a packet containing an invalid pointer value that triggers an incorrect memory-allocation attempt.
38,CVE-2012-1595,399,,DoS,2012-04-11,2017-12-28,4.3,None,Remote,Medium,Not required,None,None,Partial,"The pcap_process_pseudo_header function in wiretap/pcap-common.c in Wireshark 1.4.x before 1.4.12 and 1.6.x before 1.6.6 allows remote attackers to cause a denial of service (application crash) via a WTAP_ENCAP_ERF file containing an Extension or Multi-Channel header with an invalid pseudoheader size, related to the pcap and pcap-ng file parsers."
39,CVE-2012-1594,94,,DoS,2012-04-11,2017-12-28,3.3,None,Local Network,Low,Not required,None,None,Partial,epan/dissectors/packet-ieee80211.c in the IEEE 802.11 dissector in Wireshark 1.6.x before 1.6.6 allows remote attackers to cause a denial of service (infinite loop) via a crafted packet.
40,CVE-2012-1593,,1,DoS,2012-04-11,2017-12-28,3.3,None,Local Network,Low,Not required,None,None,Partial,epan/dissectors/packet-ansi_a.c in the ANSI A dissector in Wireshark 1.4.x before 1.4.12 and 1.6.x before 1.6.6 allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a malformed packet.
41,CVE-2012-0068,20,,DoS,2012-04-11,2017-09-26,4.3,None,Remote,Medium,Not required,None,None,Partial,The lanalyzer_read function in wiretap/lanalyzer.c in Wireshark 1.4.x before 1.4.11 and 1.6.x before 1.6.5 allows remote attackers to cause a denial of service (application crash) via a Novell capture file containing a record that is too small.
42,CVE-2012-0067,20,,DoS,2012-04-11,2017-09-18,4.3,None,Remote,Medium,Not required,None,None,Partial,wiretap/iptrace.c in Wireshark 1.4.x before 1.4.11 and 1.6.x before 1.6.5 allows remote attackers to cause a denial of service (application crash) via a long packet in an AIX iptrace file.
43,CVE-2012-0066,20,,DoS,2012-04-11,2017-09-18,4.3,None,Remote,Medium,Not required,None,None,Partial,"Wireshark 1.4.x before 1.4.11 and 1.6.x before 1.6.5 allows remote attackers to cause a denial of service (application crash) via a long packet in a (1) Accellent 5Views (aka .5vw) file, (2) I4B trace file, or (3) NETMON 2 capture file."
44,CVE-2012-0043,119,,DoS Exec Code Overflow,2012-04-11,2017-09-18,5.8,None,Local Network,Low,Not required,Partial,Partial,Partial,Buffer overflow in the reassemble_message function in epan/dissectors/packet-rlc.c in the RLC dissector in Wireshark 1.4.x before 1.4.11 and 1.6.x before 1.6.5 allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a series of fragmented RLC packets.
45,CVE-2012-0042,,,DoS,2012-04-11,2017-09-18,2.9,None,Local Network,Medium,Not required,None,None,Partial,"Wireshark 1.4.x before 1.4.11 and 1.6.x before 1.6.5 does not properly perform certain string conversions, which allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted packet, related to epan/to_str.c."
46,CVE-2012-0041,20,,DoS,2012-04-11,2017-09-18,4.3,None,Remote,Medium,Not required,None,None,Partial,"The dissect_packet function in epan/packet.c in Wireshark 1.4.x before 1.4.11 and 1.6.x before 1.6.5 allows remote attackers to cause a denial of service (application crash) via a long packet in a capture file, as demonstrated by an airopeek file."
1,CVE-2013-7114,119,,DoS Overflow,2013-12-19,2014-04-19,5,None,Remote,Low,Not required,None,None,Partial,Multiple buffer overflows in the create_ntlmssp_v2_key function in epan/dissectors/packet-ntlmssp.c in the NTLMSSP v2 dissector in Wireshark 1.8.x before 1.8.12 and 1.10.x before 1.10.4 allow remote attackers to cause a denial of service (application crash) via a long domain name in a packet.
2,CVE-2013-7113,20,,DoS,2013-12-19,2014-01-17,5,None,Remote,Low,Not required,None,None,Partial,"epan/dissectors/packet-bssgp.c in the BSSGP dissector in Wireshark 1.10.x before 1.10.4 incorrectly relies on a global variable, which allows remote attackers to cause a denial of service (application crash) via a crafted packet."
3,CVE-2013-7112,20,,DoS,2013-12-19,2014-04-19,5,None,Remote,Low,Not required,None,None,Partial,"The dissect_sip_common function in epan/dissectors/packet-sip.c in the SIP dissector in Wireshark 1.8.x before 1.8.12 and 1.10.x before 1.10.4 does not check for empty lines, which allows remote attackers to cause a denial of service (infinite loop) via a crafted packet."
4,CVE-2013-6340,20,,DoS,2013-11-04,2017-09-18,4.3,None,Remote,Medium,Not required,None,None,Partial,"epan/dissectors/packet-tcp.c in the TCP dissector in Wireshark 1.8.x before 1.8.11 and 1.10.x before 1.10.3 does not properly determine the amount of remaining data, which allows remote attackers to cause a denial of service (application crash) via a crafted packet."
5,CVE-2013-6339,20,,DoS,2013-11-04,2017-09-18,4.3,None,Remote,Medium,Not required,None,None,Partial,The dissect_openwire_type function in epan/dissectors/packet-openwire.c in the OpenWire dissector in Wireshark 1.8.x before 1.8.11 and 1.10.x before 1.10.3 allows remote attackers to cause a denial of service (loop) via a crafted packet.
6,CVE-2013-6338,20,,DoS,2013-11-04,2017-09-18,4.3,None,Remote,Medium,Not required,None,None,Partial,"The dissect_sip_common function in epan/dissectors/packet-sip.c in the SIP dissector in Wireshark 1.8.x before 1.8.11 and 1.10.x before 1.10.3 does not properly initialize a data structure, which allows remote attackers to cause a denial of service (application crash) via a crafted packet."
7,CVE-2013-6337,,,DoS,2013-11-04,2017-09-18,4.3,None,Remote,Medium,Not required,None,None,Partial,Unspecified vulnerability in the NBAP dissector in Wireshark 1.8.x before 1.8.11 and 1.10.x before 1.10.3 allows remote attackers to cause a denial of service (application crash) via a crafted packet.
8,CVE-2013-6336,20,,DoS,2013-11-04,2017-09-18,4.3,None,Remote,Medium,Not required,None,None,Partial,"The ieee802154_map_rec function in epan/dissectors/packet-ieee802154.c in the IEEE 802.15.4 dissector in Wireshark 1.8.x before 1.8.11 and 1.10.x before 1.10.3 uses an incorrect pointer chain, which allows remote attackers to cause a denial of service (application crash) via a crafted packet."
9,CVE-2013-5722,,,DoS,2013-09-16,2018-10-30,4.3,None,Remote,Medium,Not required,None,None,Partial,Unspecified vulnerability in the LDAP dissector in Wireshark 1.8.x before 1.8.10 and 1.10.x before 1.10.2 allows remote attackers to cause a denial of service (application crash) via a crafted packet.
10,CVE-2013-5721,20,,DoS,2013-09-16,2018-10-30,4.3,None,Remote,Medium,Not required,None,None,Partial,"The dissect_mq_rr function in epan/dissectors/packet-mq.c in the MQ dissector in Wireshark 1.8.x before 1.8.10 and 1.10.x before 1.10.2 does not properly determine when to enter a certain loop, which allows remote attackers to cause a denial of service (application crash) via a crafted packet."
11,CVE-2013-5720,119,,DoS Overflow,2013-09-16,2018-10-30,5,None,Remote,Low,Not required,None,None,Partial,Buffer overflow in the RTPS dissector in Wireshark 1.8.x before 1.8.10 and 1.10.x before 1.10.2 allows remote attackers to cause a denial of service (application crash) via a crafted packet.
12,CVE-2013-5719,399,,DoS,2013-09-16,2018-10-30,4.3,None,Remote,Medium,Not required,None,None,Partial,epan/dissectors/packet-assa_r3.c in the ASSA R3 dissector in Wireshark 1.8.x before 1.8.10 and 1.10.x before 1.10.2 allows remote attackers to cause a denial of service (infinite loop) via a crafted packet.
13,CVE-2013-5718,264,,DoS,2013-09-16,2018-10-30,4.3,None,Remote,Medium,Not required,None,None,Partial,"The dissect_nbap_T_dCH_ID function in epan/dissectors/packet-nbap.c in the NBAP dissector in Wireshark 1.8.x before 1.8.10 and 1.10.x before 1.10.2 does not restrict the dch_id value, which allows remote attackers to cause a denial of service (application crash) via a crafted packet."
14,CVE-2013-5717,20,,DoS,2013-09-16,2018-10-30,4.3,None,Remote,Medium,Not required,None,None,Partial,"The Bluetooth HCI ACL dissector in Wireshark 1.10.x before 1.10.2 does not properly maintain a certain free list, which allows remote attackers to cause a denial of service (application crash) via a crafted packet that is not properly handled by the wmem_block_alloc function in epan/wmem/wmem_allocator_block.c."
15,CVE-2013-4936,,,DoS,2013-07-29,2017-09-18,5,None,Remote,Low,Not required,None,None,Partial,"The IsDFP_Frame function in plugins/profinet/packet-pn-rt.c in the PROFINET Real-Time dissector in Wireshark 1.10.x before 1.10.1 does not validate MAC addresses, which allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted packet."
16,CVE-2013-4935,189,,DoS,2013-07-29,2017-09-18,4.3,None,Remote,Medium,Not required,None,None,Partial,"The dissect_per_length_determinant function in epan/dissectors/packet-per.c in the ASN.1 PER dissector in Wireshark 1.8.x before 1.8.9 and 1.10.x before 1.10.1 does not initialize a length field in certain abnormal situations, which allows remote attackers to cause a denial of service (application crash) via a crafted packet."
17,CVE-2013-4934,119,,DoS Overflow,2013-07-29,2017-09-18,4.3,None,Remote,Medium,Not required,None,None,Partial,"The netmon_open function in wiretap/netmon.c in the Netmon file parser in Wireshark 1.8.x before 1.8.9 and 1.10.x before 1.10.1 does not initialize certain structure members, which allows remote attackers to cause a denial of service (application crash) via a crafted packet-trace file."
18,CVE-2013-4933,119,,DoS Overflow,2013-07-29,2017-09-18,5,None,Remote,Low,Not required,None,None,Partial,"The netmon_open function in wiretap/netmon.c in the Netmon file parser in Wireshark 1.8.x before 1.8.9 and 1.10.x before 1.10.1 does not properly allocate memory, which allows remote attackers to cause a denial of service (application crash) via a crafted packet-trace file."
19,CVE-2013-4932,20,,DoS,2013-07-29,2017-09-18,5,None,Remote,Low,Not required,None,None,Partial,Multiple array index errors in epan/dissectors/packet-gsm_a_common.c in the GSM A Common dissector in Wireshark 1.8.x before 1.8.9 and 1.10.x before 1.10.1 allow remote attackers to cause a denial of service (application crash) via a crafted packet.
20,CVE-2013-4931,399,,DoS,2013-07-29,2017-09-18,5,None,Remote,Low,Not required,None,None,Partial,epan/proto.c in Wireshark 1.8.x before 1.8.9 and 1.10.x before 1.10.1 allows remote attackers to cause a denial of service (loop) via a crafted packet that is not properly handled by the GSM RR dissector.
21,CVE-2013-4930,20,,DoS,2013-07-29,2017-09-18,5,None,Remote,Low,Not required,None,None,Partial,"The dissect_dvbci_tpdu_hdr function in epan/dissectors/packet-dvbci.c in the DVB-CI dissector in Wireshark 1.8.x before 1.8.9 and 1.10.x before 1.10.1 does not validate a certain length value before decrementing it, which allows remote attackers to cause a denial of service (assertion failure and application exit) via a crafted packet."
22,CVE-2013-4929,189,,DoS,2013-07-29,2017-09-18,7.8,None,Remote,Low,Not required,None,None,Complete,"The parseFields function in epan/dissectors/packet-dis-pdus.c in the DIS dissector in Wireshark 1.8.x before 1.8.9 and 1.10.x before 1.10.1 does not terminate packet-data processing after finding zero remaining bytes, which allows remote attackers to cause a denial of service (loop) via a crafted packet."
23,CVE-2013-4928,189,,DoS,2013-07-29,2017-09-18,7.8,None,Remote,Low,Not required,None,None,Complete,Integer signedness error in the dissect_headers function in epan/dissectors/packet-btobex.c in the Bluetooth OBEX dissector in Wireshark 1.10.x before 1.10.1 allows remote attackers to cause a denial of service (infinite loop) via a crafted packet.
24,CVE-2013-4927,189,,DoS,2013-07-29,2017-09-18,7.8,None,Remote,Low,Not required,None,None,Complete,Integer signedness error in the get_type_length function in epan/dissectors/packet-btsdp.c in the Bluetooth SDP dissector in Wireshark 1.8.x before 1.8.9 and 1.10.x before 1.10.1 allows remote attackers to cause a denial of service (loop and CPU consumption) via a crafted packet.
25,CVE-2013-4926,20,,DoS,2013-07-29,2017-09-18,5,None,Remote,Low,Not required,None,None,Partial,"epan/dissectors/packet-dcom-sysact.c in the DCOM ISystemActivator dissector in Wireshark 1.10.x before 1.10.1 does not properly determine whether there is remaining packet data to process, which allows remote attackers to cause a denial of service (application crash) via a crafted packet."
26,CVE-2013-4925,189,,DoS,2013-07-29,2017-09-18,5,None,Remote,Low,Not required,None,None,Partial,Integer signedness error in epan/dissectors/packet-dcom-sysact.c in the DCOM ISystemActivator dissector in Wireshark 1.10.x before 1.10.1 allows remote attackers to cause a denial of service (assertion failure and daemon exit) via a crafted packet.
27,CVE-2013-4924,20,,DoS,2013-07-29,2017-09-18,5,None,Remote,Low,Not required,None,None,Partial,"epan/dissectors/packet-dcom-sysact.c in the DCOM ISystemActivator dissector in Wireshark 1.10.x before 1.10.1 does not properly validate certain index values, which allows remote attackers to cause a denial of service (assertion failure and application exit) via a crafted packet."
28,CVE-2013-4923,399,,DoS,2013-07-29,2017-09-18,5,None,Remote,Low,Not required,None,None,Partial,Memory leak in the dissect_dcom_ActivationProperties function in epan/dissectors/packet-dcom-sysact.c in the DCOM ISystemActivator dissector in Wireshark 1.10.x before 1.10.1 allows remote attackers to cause a denial of service (memory consumption) via crafted packets.
29,CVE-2013-4922,399,,DoS,2013-07-29,2017-09-18,5,None,Remote,Low,Not required,None,None,Partial,Double free vulnerability in the dissect_dcom_ActivationProperties function in epan/dissectors/packet-dcom-sysact.c in the DCOM ISystemActivator dissector in Wireshark 1.10.x before 1.10.1 allows remote attackers to cause a denial of service (application crash) via a crafted packet.
30,CVE-2013-4921,189,,DoS,2013-07-29,2017-09-18,5,None,Remote,Low,Not required,None,None,Partial,Off-by-one error in the dissect_radiotap function in epan/dissectors/packet-ieee80211-radiotap.c in the Radiotap dissector in Wireshark 1.10.x before 1.10.1 allows remote attackers to cause a denial of service (application crash) via a crafted packet.
31,CVE-2013-4920,119,,DoS Overflow,2013-07-29,2017-09-18,5,None,Remote,Low,Not required,None,None,Partial,"The P1 dissector in Wireshark 1.10.x before 1.10.1 does not properly initialize a global variable, which allows remote attackers to cause a denial of service (application crash) via a crafted packet."
32,CVE-2013-4083,20,,DoS,2013-06-09,2017-09-18,5,None,Remote,Low,Not required,None,None,Partial,"The dissect_pft function in epan/dissectors/packet-dcp-etsi.c in the DCP ETSI dissector in Wireshark 1.6.x before 1.6.16, 1.8.x before 1.8.8, and 1.10.0 does not validate a certain fragment length value, which allows remote attackers to cause a denial of service (application crash) via a crafted packet."
33,CVE-2013-4082,119,,DoS Overflow,2013-06-09,2018-10-30,5,None,Remote,Low,Not required,None,None,Partial,"The vwr_read function in wiretap/vwr.c in the Ixia IxVeriWave file parser in Wireshark 1.8.x before 1.8.8 does not validate the relationship between a record length and a trailer length, which allows remote attackers to cause a denial of service (heap-based buffer overflow and application crash) via a crafted packet."
34,CVE-2013-4081,119,,DoS Overflow,2013-06-09,2018-10-30,5,None,Remote,Low,Not required,None,None,Partial,"The http_payload_subdissector function in epan/dissectors/packet-http.c in the HTTP dissector in Wireshark 1.6.x before 1.6.16 and 1.8.x before 1.8.8 does not properly determine when to use a recursive approach, which allows remote attackers to cause a denial of service (stack consumption) via a crafted packet."
35,CVE-2013-4080,119,,DoS Overflow,2013-06-09,2017-09-18,5,None,Remote,Low,Not required,None,None,Partial,"The dissect_r3_upstreamcommand_queryconfig function in epan/dissectors/packet-assa_r3.c in the Assa Abloy R3 dissector in Wireshark 1.8.x before 1.8.8 does not properly handle a zero-length item, which allows remote attackers to cause a denial of service (infinite loop, and CPU and memory consumption) via a crafted packet."
36,CVE-2013-4079,119,,DoS Overflow,2013-06-09,2018-10-30,5,None,Remote,Low,Not required,None,None,Partial,The dissect_schedule_message function in epan/dissectors/packet-gsm_cbch.c in the GSM CBCH dissector in Wireshark 1.8.x before 1.8.8 allows remote attackers to cause a denial of service (infinite loop and application hang) via a crafted packet.
37,CVE-2013-4078,20,,DoS,2013-06-09,2018-10-30,5,None,Remote,Low,Not required,None,None,Partial,"epan/dissectors/packet-rdp.c in the RDP dissector in Wireshark 1.8.x before 1.8.8 does not validate return values during checks for data availability, which allows remote attackers to cause a denial of service (application crash) via a crafted packet."
38,CVE-2013-4077,119,,DoS Overflow,2013-06-09,2018-10-30,5,None,Remote,Low,Not required,None,None,Partial,"Array index error in the NBAP dissector in Wireshark 1.8.x before 1.8.8 allows remote attackers to cause a denial of service (application crash) via a crafted packet, related to nbap.cnf and packet-nbap.c."
39,CVE-2013-4076,119,,DoS Overflow,2013-06-09,2018-10-30,5,None,Remote,Low,Not required,None,None,Partial,Buffer overflow in the dissect_iphc_crtp_fh function in epan/dissectors/packet-ppp.c in the PPP dissector in Wireshark 1.8.x before 1.8.8 allows remote attackers to cause a denial of service (application crash) via a crafted packet.
40,CVE-2013-4075,399,,DoS,2013-06-09,2018-10-30,5,None,Remote,Low,Not required,None,None,Partial,"epan/dissectors/packet-gmr1_bcch.c in the GMR-1 BCCH dissector in Wireshark 1.8.x before 1.8.8 does not properly initialize memory, which allows remote attackers to cause a denial of service (application crash) via a crafted packet."
41,CVE-2013-4074,189,1,DoS,2013-06-09,2018-10-30,5,None,Remote,Low,Not required,None,None,Partial,"The dissect_capwap_data function in epan/dissectors/packet-capwap.c in the CAPWAP dissector in Wireshark 1.6.x before 1.6.16 and 1.8.x before 1.8.8 incorrectly uses a -1 data value to represent an error condition, which allows remote attackers to cause a denial of service (application crash) via a crafted packet."
42,CVE-2013-3562,189,,DoS,2013-05-24,2018-10-30,5,None,Remote,Low,Not required,None,None,Partial,Multiple integer signedness errors in the tvb_unmasked function in epan/dissectors/packet-websocket.c in the Websocket dissector in Wireshark 1.8.x before 1.8.7 allow remote attackers to cause a denial of service (application crash) via a malformed packet.
43,CVE-2013-3561,189,,DoS Overflow,2013-05-24,2018-10-30,7.8,None,Remote,Low,Not required,None,None,Complete,"Multiple integer overflows in Wireshark 1.8.x before 1.8.7 allow remote attackers to cause a denial of service (loop or application crash) via a malformed packet, related to a crash of the Websocket dissector, an infinite loop in the MySQL dissector, and a large loop in the ETCH dissector."
44,CVE-2013-3560,134,,DoS,2013-05-24,2018-10-30,5,None,Remote,Low,Not required,None,None,Partial,"The dissect_dsmcc_un_download function in epan/dissectors/packet-mpeg-dsmcc.c in the MPEG DSM-CC dissector in Wireshark 1.8.x before 1.8.7 uses an incorrect format string, which allows remote attackers to cause a denial of service (application crash) via a malformed packet."
45,CVE-2013-3559,189,,DoS Overflow Mem. Corr.,2013-05-24,2018-10-30,5,None,Remote,Low,Not required,None,None,Partial,"epan/dissectors/packet-dcp-etsi.c in the DCP ETSI dissector in Wireshark 1.8.x before 1.8.7 uses incorrect integer data types, which allows remote attackers to cause a denial of service (integer overflow, and heap memory corruption or NULL pointer dereference, and application crash) via a malformed packet."
46,CVE-2013-3558,189,,DoS,2013-05-24,2018-10-30,5,None,Remote,Low,Not required,None,None,Partial,"The dissect_ccp_bsdcomp_opt function in epan/dissectors/packet-ppp.c in the PPP CCP dissector in Wireshark 1.8.x before 1.8.7 does not terminate a bit-field list, which allows remote attackers to cause a denial of service (application crash) via a malformed packet."
47,CVE-2013-3557,119,,DoS Overflow,2013-05-24,2018-10-30,5,None,Remote,Low,Not required,None,None,Partial,"The dissect_ber_choice function in epan/dissectors/packet-ber.c in the ASN.1 BER dissector in Wireshark 1.6.x before 1.6.15 and 1.8.x before 1.8.7 does not properly initialize a certain variable, which allows remote attackers to cause a denial of service (application crash) via a malformed packet."
